证券代码,证券简称,最后交割日
AL1905.SHF,沪铝1905,2019-05-22
AL1906.SHF,沪铝1906,2019-06-24
AL1907.SHF,沪铝1907,2019-07-22
AL1908.SHF,沪铝1908,2019-08-22
AL1909.SHF,沪铝1909,2019-09-23
AL1910.SHF,沪铝1910,2019-10-22
AL1911.SHF,沪铝1911,2019-11-22
AL1912.SHF,沪铝1912,2019-12-23
AL2001.SHF,沪铝2001,2020-01-22
AL2002.SHF,沪铝2002,2020-02-24
AL2003.SHF,沪铝2003,2020-03-23
AL2004.SHF,沪铝2004,2020-04-22
AL2005.SHF,沪铝2005,2020-05-22
AL2006.SHF,沪铝2006,2020-06-22
AL2007.SHF,沪铝2007,2020-07-22
AL2008.SHF,沪铝2008,2020-08-24
AL2009.SHF,沪铝2009,2020-09-18
AL2010.SHF,沪铝2010,2020-10-20
AL2011.SHF,沪铝2011,2020-11-19
AL2012.SHF,沪铝2012,2020-12-18
AL2101.SHF,沪铝2101,2021-01-20
AL2102.SHF,沪铝2102,2021-02-10
AL2103.SHF,沪铝2103,2021-03-18
AL2104.SHF,沪铝2104,2021-04-20
AL2105.SHF,沪铝2105,2021-05-20
AL2106.SHF,沪铝2106,2021-06-18
AL2107.SHF,沪铝2107,2021-07-20
AL2108.SHF,沪铝2108,2021-08-19
AL2109.SHF,沪铝2109,2021-09-22
AL2110.SHF,沪铝2110,2021-10-20
AL2111.SHF,沪铝2111,2021-11-18
AL2112.SHF,沪铝2112,2021-12-20
AL2201.SHF,沪铝2201,2022-01-20
AL2202.SHF,沪铝2202,2022-02-18
AL2203.SHF,沪铝2203,2022-03-18
AL2204.SHF,沪铝2204,2022-04-20
AL2205.SHF,沪铝2205,2022-05-19
AL2206.SHF,沪铝2206,2022-06-20
AL2207.SHF,沪铝2207,2022-07-20
AL2208.SHF,沪铝2208,2022-08-18
AL2209.SHF,沪铝2209,2022-09-20
AL2210.SHF,沪铝2210,2022-10-20
AL2211.SHF,沪铝2211,2022-11-18
AL2212.SHF,沪铝2212,2022-12-20
AL2301.SHF,沪铝2301,2023-01-19
AL2302.SHF,沪铝2302,2023-02-20
AL2303.SHF,沪铝2303,2023-03-20
AL2304.SHF,沪铝2304,2023-04-20
AL2305.SHF,沪铝2305,2023-05-18
AL2306.SHF,沪铝2306,2023-06-20
AL2307.SHF,沪铝2307,2023-07-20
AL2308.SHF,沪铝2308,2023-08-18
AL2309.SHF,沪铝2309,2023-09-20
AL9505.SHF,沪铝9505,1995-05-22
AL9506.SHF,沪铝9506,1995-06-22
AL9507.SHF,沪铝9507,1995-07-21
AL9508.SHF,沪铝9508,1995-08-22
AL9509.SHF,沪铝9509,1995-09-22
AL9510.SHF,沪铝9510,1995-10-20
AL9511.SHF,沪铝9511,1995-11-22
AL9512.SHF,沪铝9512,1995-12-22
AL9601.SHF,沪铝9601,1996-01-22
AL9602.SHF,沪铝9602,1996-03-07
AL9603.SHF,沪铝9603,1996-03-22
AL9604.SHF,沪铝9604,1996-04-22
AL9605.SHF,沪铝9605,1996-05-22
AL9606.SHF,沪铝9606,1996-06-21
AL9607.SHF,沪铝9607,1996-07-22
AL9608.SHF,沪铝9608,1996-08-22
AL9609.SHF,沪铝9609,1996-09-20
AL9610.SHF,沪铝9610,1996-10-22
AL9611.SHF,沪铝9611,1996-11-22
AL9612.SHF,沪铝9612,1996-12-20
AL9701.SHF,沪铝9701,1997-01-22
AL9702.SHF,沪铝9702,1997-02-24
AL9703.SHF,沪铝9703,1997-03-21
AL9704.SHF,沪铝9704,1997-04-22
AL9705.SHF,沪铝9705,1997-05-22
AL9706.SHF,沪铝9706,1997-06-20
AL9707.SHF,沪铝9707,1997-07-22
AL9708.SHF,沪铝9708,1997-08-22
AL9709.SHF,沪铝9709,1997-09-22
AL9710.SHF,沪铝9710,1997-10-22
AL9711.SHF,沪铝9711,1997-11-21
AL9712.SHF,沪铝9712,1997-12-22
AL9801.SHF,沪铝9801,1998-01-22
AL9802.SHF,沪铝9802,1998-02-20
AL9803.SHF,沪铝9803,1998-03-20
AL9804.SHF,沪铝9804,1998-04-22
AL9805.SHF,沪铝9805,1998-05-22
AL9806.SHF,沪铝9806,1998-06-22
AL9807.SHF,沪铝9807,1998-07-22
AL9808.SHF,沪铝9808,1998-08-21
AL9809.SHF,沪铝9809,1998-09-22
AL9810.SHF,沪铝9810,1998-10-22
AL9811.SHF,沪铝9811,1998-11-20
AL9812.SHF,沪铝9812,1998-12-22
AL9901.SHF,沪铝9901,1999-01-22
AL9902.SHF,沪铝9902,1999-02-26
AL9903.SHF,沪铝9903,1999-03-22
AL9904.SHF,沪铝9904,1999-04-22
AL9905.SHF,沪铝9905,1999-05-21
AL9906.SHF,沪铝9906,1999-06-22
AL9907.SHF,沪铝9907,1999-07-22
AL9908.SHF,沪铝9908,1999-08-20
AL9909.SHF,沪铝9909,1999-09-22
AL9910.SHF,沪铝9910,1999-10-22
AL9911.SHF,沪铝9911,1999-11-22
AL9912.SHF,沪铝9912,1999-12-23
AP001.CZC,苹果2001,2020-01-17
AP003.CZC,苹果2003,2020-03-17
AP005.CZC,苹果2005,2020-05-21
AP007.CZC,苹果2007,2020-07-16
AP010.CZC,苹果2010,2020-10-26
AP011.CZC,苹果2011,2020-11-18
AP012.CZC,苹果2012,2020-12-17
AP101.CZC,苹果2101,2021-01-20
AP103.CZC,苹果2103,2021-03-17
AP105.CZC,苹果2105,2021-05-24
AP110.CZC,苹果2110,2021-10-26
AP111.CZC,苹果2111,2021-11-17
AP112.CZC,苹果2112,2021-12-17
AP201.CZC,苹果2201,2022-01-20
AP203.CZC,苹果2203,2022-03-17
AP204.CZC,苹果2204,2022-04-21
AP205.CZC,苹果2205,2022-05-23
AP210.CZC,苹果2210,2022-10-26
AP211.CZC,苹果2211,2022-11-17
AP212.CZC,苹果2212,2022-12-19
AP301.CZC,苹果2301,2023-01-18
AP303.CZC,苹果2303,2023-03-17
AP304.CZC,苹果2304,2023-04-19
AP305.CZC,苹果2305,2023-05-17
AP805.CZC,苹果1805,2018-05-17
AP807.CZC,苹果1807,2018-07-17
AP810.CZC,苹果1810,2018-10-23
AP811.CZC,苹果1811,2018-11-16
AP812.CZC,苹果1812,2018-12-18
AP901.CZC,苹果1901,2019-01-17
AP903.CZC,苹果1903,2019-03-18
AP905.CZC,苹果1905,2019-05-21
AP907.CZC,苹果1907,2019-07-16
AP910.CZC,苹果1910,2019-10-23
AP911.CZC,苹果1911,2019-11-18
AP912.CZC,苹果1912,2019-12-17
AU0806.SHF,沪金0806,2008-06-23
AU0807.SHF,沪金0807,2008-07-22
AU0808.SHF,沪金0808,2008-08-22
AU0809.SHF,沪金0809,2008-09-23
AU0810.SHF,沪金0810,2008-10-22
AU0811.SHF,沪金0811,2008-11-24
AU0812.SHF,沪金0812,2008-12-22
AU0901.SHF,沪金0901,2009-01-22
AU0902.SHF,沪金0902,2009-02-23
AU0903.SHF,沪金0903,2009-03-23
AU0904.SHF,沪金0904,2009-04-22
AU0905.SHF,沪金0905,2009-05-22
AU0906.SHF,沪金0906,2009-06-22
AU0907.SHF,沪金0907,2009-07-22
AU0908.SHF,沪金0908,2009-08-24
AU0909.SHF,沪金0909,2009-09-22
AU0910.SHF,沪金0910,2009-10-22
AU0911.SHF,沪金0911,2009-11-23
AU0912.SHF,沪金0912,2009-12-22
AU1001.SHF,沪金1001,2010-01-22
AU1002.SHF,沪金1002,2010-02-23
AU1003.SHF,沪金1003,2010-03-22
AU1004.SHF,沪金1004,2010-04-22
AU1005.SHF,沪金1005,2010-05-24
AU1006.SHF,沪金1006,2010-06-24
AU1007.SHF,沪金1007,2010-07-22
AU1008.SHF,沪金1008,2010-08-23
AU1009.SHF,沪金1009,2010-09-27
AU1010.SHF,沪金1010,2010-10-22
AU1011.SHF,沪金1011,2010-11-22
AU1012.SHF,沪金1012,2010-12-22
AU1101.SHF,沪金1101,2011-01-24
AU1102.SHF,沪金1102,2011-02-22
AU1103.SHF,沪金1103,2011-03-22
AU1104.SHF,沪金1104,2011-04-22
AU1105.SHF,沪金1105,2011-05-23
AU1106.SHF,沪金1106,2011-06-22
AU1107.SHF,沪金1107,2011-07-22
AU1108.SHF,沪金1108,2011-08-22
AU1109.SHF,沪金1109,2011-09-22
AU1110.SHF,沪金1110,2011-10-24
AU1111.SHF,沪金1111,2011-11-22
AU1112.SHF,沪金1112,2011-12-22
AU1201.SHF,沪金1201,2012-01-20
AU1202.SHF,沪金1202,2012-02-22
AU1203.SHF,沪金1203,2012-03-22
AU1204.SHF,沪金1204,2012-04-23
AU1205.SHF,沪金1205,2012-05-22
AU1206.SHF,沪金1206,2012-06-25
AU1207.SHF,沪金1207,2012-07-23
AU1208.SHF,沪金1208,2012-08-22
AU1209.SHF,沪金1209,2012-09-24
AU1210.SHF,沪金1210,2012-10-22
AU1211.SHF,沪金1211,2012-11-22
AU1212.SHF,沪金1212,2012-12-24
AU1301.SHF,沪金1301,2013-01-22
AU1302.SHF,沪金1302,2013-02-25
AU1303.SHF,沪金1303,2013-03-22
AU1304.SHF,沪金1304,2013-04-22
AU1305.SHF,沪金1305,2013-05-22
AU1306.SHF,沪金1306,2013-06-24
AU1307.SHF,沪金1307,2013-07-22
AU1308.SHF,沪金1308,2013-08-22
AU1309.SHF,沪金1309,2013-09-25
AU1310.SHF,沪金1310,2013-10-22
AU1311.SHF,沪金1311,2013-11-22
AU1312.SHF,沪金1312,2013-12-23
AU1401.SHF,沪金1401,2014-01-22
AU1402.SHF,沪金1402,2014-02-24
AU1403.SHF,沪金1403,2014-03-24
AU1404.SHF,沪金1404,2014-04-22
AU1405.SHF,沪金1405,2014-05-22
AU1406.SHF,沪金1406,2014-06-23
AU1407.SHF,沪金1407,2014-07-22
AU1408.SHF,沪金1408,2014-08-22
AU1409.SHF,沪金1409,2014-09-22
AU1410.SHF,沪金1410,2014-10-22
AU1411.SHF,沪金1411,2014-11-24
AU1412.SHF,沪金1412,2014-12-22
AU1501.SHF,沪金1501,2015-01-22
AU1502.SHF,沪金1502,2015-02-17
AU1503.SHF,沪金1503,2015-03-23
AU1504.SHF,沪金1504,2015-04-22
AU1505.SHF,沪金1505,2015-05-22
AU1506.SHF,沪金1506,2015-06-23
AU1507.SHF,沪金1507,2015-07-22
AU1508.SHF,沪金1508,2015-08-24
AU1509.SHF,沪金1509,2015-09-22
AU1510.SHF,沪金1510,2015-10-22
AU1511.SHF,沪金1511,2015-11-23
AU1512.SHF,沪金1512,2015-12-22
AU1601.SHF,沪金1601,2016-01-22
AU1602.SHF,沪金1602,2016-02-22
AU1603.SHF,沪金1603,2016-03-22
AU1604.SHF,沪金1604,2016-04-22
AU1605.SHF,沪金1605,2016-05-23
AU1606.SHF,沪金1606,2016-06-22
AU1607.SHF,沪金1607,2016-07-22
AU1608.SHF,沪金1608,2016-08-22
AU1609.SHF,沪金1609,2016-09-26
AU1610.SHF,沪金1610,2016-10-24
AU1611.SHF,沪金1611,2016-11-22
AU1612.SHF,沪金1612,2016-12-22
AU1701.SHF,沪金1701,2017-01-23
AU1702.SHF,沪金1702,2017-02-22
AU1703.SHF,沪金1703,2017-03-22
AU1704.SHF,沪金1704,2017-04-24
AU1705.SHF,沪金1705,2017-05-22
AU1706.SHF,沪金1706,2017-06-22
AU1707.SHF,沪金1707,2017-07-24
AU1708.SHF,沪金1708,2017-08-22
AU1709.SHF,沪金1709,2017-09-22
AU1710.SHF,沪金1710,2017-10-23
AU1711.SHF,沪金1711,2017-11-22
AU1712.SHF,沪金1712,2017-12-22
AU1801.SHF,沪金1801,2018-01-22
AU1802.SHF,沪金1802,2018-02-23
AU1803.SHF,沪金1803,2018-03-22
AU1804.SHF,沪金1804,2018-04-23
AU1805.SHF,沪金1805,2018-05-22
AU1806.SHF,沪金1806,2018-06-25
AU1807.SHF,沪金1807,2018-07-23
AU1808.SHF,沪金1808,2018-08-22
AU1809.SHF,沪金1809,2018-09-25
AU1810.SHF,沪金1810,2018-10-22
AU1811.SHF,沪金1811,2018-11-22
AU1812.SHF,沪金1812,2018-12-24
AU1901.SHF,沪金1901,2019-01-22
AU1902.SHF,沪金1902,2019-02-22
AU1903.SHF,沪金1903,2019-03-22
AU1904.SHF,沪金1904,2019-04-22
AU1905.SHF,沪金1905,2019-05-22
AU1906.SHF,沪金1906,2019-06-24
AU1907.SHF,沪金1907,2019-07-22
AU1908.SHF,沪金1908,2019-08-22
AU1909.SHF,沪金1909,2019-09-23
AU1910.SHF,沪金1910,2019-10-22
AU1911.SHF,沪金1911,2019-11-22
AU1912.SHF,沪金1912,2019-12-23
AU2001.SHF,沪金2001,2020-01-22
AU2002.SHF,沪金2002,2020-02-24
AU2003.SHF,沪金2003,2020-03-23
AU2004.SHF,沪金2004,2020-04-22
AU2005.SHF,沪金2005,2020-05-22
AU2006.SHF,沪金2006,2020-06-22
AU2007.SHF,沪金2007,2020-07-22
AU2008.SHF,沪金2008,2020-08-24
AU2009.SHF,沪金2009,2020-09-16
AU2010.SHF,沪金2010,2020-10-16
AU2011.SHF,沪金2011,2020-11-17
AU2012.SHF,沪金2012,2020-12-16
AU2101.SHF,沪金2101,2021-01-18
AU2102.SHF,沪金2102,2021-02-08
AU2103.SHF,沪金2103,2021-03-16
AU2104.SHF,沪金2104,2021-04-16
AU2105.SHF,沪金2105,2021-05-18
AU2106.SHF,沪金2106,2021-06-16
AU2107.SHF,沪金2107,2021-07-16
AU2108.SHF,沪金2108,2021-08-17
AU2109.SHF,沪金2109,2021-09-16
AU2110.SHF,沪金2110,2021-10-18
AU2111.SHF,沪金2111,2021-11-16
AU2112.SHF,沪金2112,2021-12-16
AU2201.SHF,沪金2201,2022-01-18
AU2202.SHF,沪金2202,2022-02-16
AU2203.SHF,沪金2203,2022-03-16
AU2204.SHF,沪金2204,2022-04-18
AU2205.SHF,沪金2205,2022-05-17
AU2206.SHF,沪金2206,2022-06-16
AU2207.SHF,沪金2207,2022-07-18
AU2208.SHF,沪金2208,2022-08-16
AU2209.SHF,沪金2209,2022-09-16
AU2210.SHF,沪金2210,2022-10-18
AU2211.SHF,沪金2211,2022-11-16
AU2212.SHF,沪金2212,2022-12-16
AU2302.SHF,沪金2302,2023-02-16
AU2304.SHF,沪金2304,2023-04-18
AU2306.SHF,沪金2306,2023-06-16
AU2308.SHF,沪金2308,2023-08-16
AU2310.SHF,沪金2310,2023-10-17
B0503.DCE,豆二0503,2005-03-17
B0505.DCE,豆二0505,2005-05-25
B0507.DCE,豆二0507,2005-07-19
B0509.DCE,豆二0509,2005-09-19
B0511.DCE,豆二0511,2005-11-17
B0601.DCE,豆二0601,2006-01-20
B0603.DCE,豆二0603,2006-03-17
B0605.DCE,豆二0605,2006-05-24
B0607.DCE,豆二0607,2006-07-19
B0609.DCE,豆二0609,2006-09-19
B0611.DCE,豆二0611,2006-11-17
B0701.DCE,豆二0701,2007-01-22
B0703.DCE,豆二0703,2007-03-19
B0705.DCE,豆二0705,2007-05-24
B0707.DCE,豆二0707,2007-07-18
B0709.DCE,豆二0709,2007-09-19
B0711.DCE,豆二0711,2007-11-19
B0801.DCE,豆二0801,2008-01-18
B0803.DCE,豆二0803,2008-03-19
B0805.DCE,豆二0805,2008-05-21
B0807.DCE,豆二0807,2008-07-17
B0809.DCE,豆二0809,2008-09-18
B0811.DCE,豆二0811,2008-11-19
B0901.DCE,豆二0901,2009-01-21
B0903.DCE,豆二0903,2009-03-18
B0905.DCE,豆二0905,2009-05-20
B0907.DCE,豆二0907,2009-07-17
B0909.DCE,豆二0909,2009-09-17
B0911.DCE,豆二0911,2009-11-18
B1001.DCE,豆二1001,2010-01-20
B1003.DCE,豆二1003,2010-03-17
B1005.DCE,豆二1005,2010-05-20
B1007.DCE,豆二1007,2010-07-19
B1009.DCE,豆二1009,2010-09-17
B1011.DCE,豆二1011,2010-11-17
B1101.DCE,豆二1101,2011-01-20
B1103.DCE,豆二1103,2011-03-17
B1105.DCE,豆二1105,2011-05-19
B1107.DCE,豆二1107,2011-07-19
B1109.DCE,豆二1109,2011-09-20
B1111.DCE,豆二1111,2011-11-17
B1201.DCE,豆二1201,2012-01-20
B1203.DCE,豆二1203,2012-03-19
B1205.DCE,豆二1205,2012-05-18
B1207.DCE,豆二1207,2012-07-18
B1209.DCE,豆二1209,2012-09-19
B1211.DCE,豆二1211,2012-11-19
B1301.DCE,豆二1301,2013-01-22
B1303.DCE,豆二1303,2013-03-19
B1305.DCE,豆二1305,2013-05-20
B1307.DCE,豆二1307,2013-07-17
B1309.DCE,豆二1309,2013-09-18
B1311.DCE,豆二1311,2013-11-19
B1401.DCE,豆二1401,2014-01-20
B1403.DCE,豆二1403,2014-03-19
B1405.DCE,豆二1405,2014-05-21
B1407.DCE,豆二1407,2014-07-17
B1409.DCE,豆二1409,2014-09-18
B1411.DCE,豆二1411,2014-11-19
B1501.DCE,豆二1501,2015-01-21
B1503.DCE,豆二1503,2015-03-18
B1505.DCE,豆二1505,2015-05-20
B1507.DCE,豆二1507,2015-07-17
B1509.DCE,豆二1509,2015-09-21
B1511.DCE,豆二1511,2015-11-18
B1601.DCE,豆二1601,2016-01-20
B1603.DCE,豆二1603,2016-03-17
B1605.DCE,豆二1605,2016-05-19
B1607.DCE,豆二1607,2016-07-19
B1609.DCE,豆二1609,2016-09-21
B1611.DCE,豆二1611,2016-11-17
B1701.DCE,豆二1701,2017-01-19
B1703.DCE,豆二1703,2017-03-17
B1705.DCE,豆二1705,2017-05-18
B1707.DCE,豆二1707,2017-07-19
B1709.DCE,豆二1709,2017-09-19
B1711.DCE,豆二1711,2017-11-17
B1801.DCE,豆二1801,2018-01-18
B1803.DCE,豆二1803,2018-03-19
B1805.DCE,豆二1805,2018-05-18
B1806.DCE,豆二1806,2018-06-20
B1807.DCE,豆二1807,2018-07-18
B1808.DCE,豆二1808,2018-08-17
B1809.DCE,豆二1809,2018-09-19
B1810.DCE,豆二1810,2018-10-24
B1811.DCE,豆二1811,2018-11-19
B1812.DCE,豆二1812,2018-12-19
B1901.DCE,豆二1901,2019-01-18
B1902.DCE,豆二1902,2019-02-26
B1903.DCE,豆二1903,2019-03-19
B1904.DCE,豆二1904,2019-04-18
B1905.DCE,豆二1905,2019-05-22
B1906.DCE,豆二1906,2019-06-20
B1907.DCE,豆二1907,2019-07-17
B1908.DCE,豆二1908,2019-08-19
B1909.DCE,豆二1909,2019-09-19
B1910.DCE,豆二1910,2019-10-24
B1911.DCE,豆二1911,2019-11-19
B1912.DCE,豆二1912,2019-12-18
B2001.DCE,豆二2001,2020-01-20
B2002.DCE,豆二2002,2020-02-19
B2003.DCE,豆二2003,2020-03-18
B2004.DCE,豆二2004,2020-04-20
B2005.DCE,豆二2005,2020-05-22
B2006.DCE,豆二2006,2020-06-17
B2007.DCE,豆二2007,2020-07-17
B2008.DCE,豆二2008,2020-08-19
B2009.DCE,豆二2009,2020-09-17
B2010.DCE,豆二2010,2020-10-27
B2011.DCE,豆二2011,2020-11-18
B2012.DCE,豆二2012,2020-12-17
B2101.DCE,豆二2101,2021-01-20
B2102.DCE,豆二2102,2021-02-24
B2103.DCE,豆二2103,2021-03-17
B2104.DCE,豆二2104,2021-04-20
B2105.DCE,豆二2105,2021-05-24
B2106.DCE,豆二2106,2021-06-18
B2107.DCE,豆二2107,2021-07-19
B2108.DCE,豆二2108,2021-08-18
B2109.DCE,豆二2109,2021-09-17
B2110.DCE,豆二2110,2021-10-26
B2111.DCE,豆二2111,2021-11-17
B2112.DCE,豆二2112,2021-12-17
B2201.DCE,豆二2201,2022-01-20
B2202.DCE,豆二2202,2022-02-23
B2203.DCE,豆二2203,2022-03-17
B2204.DCE,豆二2204,2022-04-21
B2205.DCE,豆二2205,2022-05-23
B2206.DCE,豆二2206,2022-06-20
B2207.DCE,豆二2207,2022-07-19
B2208.DCE,豆二2208,2022-08-17
B2209.DCE,豆二2209,2022-09-20
B2210.DCE,豆二2210,2022-10-26
B2211.DCE,豆二2211,2022-11-17
B2212.DCE,豆二2212,2022-12-19
B2301.DCE,豆二2301,2023-01-20
B2302.DCE,豆二2302,2023-02-23
B2303.DCE,豆二2303,2023-03-17
B2304.DCE,豆二2304,2023-04-24
B2305.DCE,豆二2305,2023-05-23
B2306.DCE,豆二2306,2023-06-20
B2307.DCE,豆二2307,2023-07-19
B2308.DCE,豆二2308,2023-08-17
B2309.DCE,豆二2309,2023-09-21
BB1404.DCE,胶合板1404,2014-04-18
BB1405.DCE,胶合板1405,2014-05-21
BB1406.DCE,胶合板1406,2014-06-19
BB1407.DCE,胶合板1407,2014-07-17
BB1408.DCE,胶合板1408,2014-08-19
BB1409.DCE,胶合板1409,2014-09-18
BB1410.DCE,胶合板1410,2014-10-24
BB1411.DCE,胶合板1411,2014-11-19
BB1412.DCE,胶合板1412,2014-12-17
BB1501.DCE,胶合板1501,2015-01-21
BB1502.DCE,胶合板1502,2015-02-25
BB1503.DCE,胶合板1503,2015-03-18
BB1504.DCE,胶合板1504,2015-04-20
BB1505.DCE,胶合板1505,2015-05-20
BB1506.DCE,胶合板1506,2015-06-17
BB1507.DCE,胶合板1507,2015-07-17
BB1508.DCE,胶合板1508,2015-08-19
BB1509.DCE,胶合板1509,2015-09-21
BB1510.DCE,胶合板1510,2015-10-26
BB1511.DCE,胶合板1511,2015-11-18
BB1512.DCE,胶合板1512,2015-12-17
BB1601.DCE,胶合板1601,2016-01-20
BB1602.DCE,胶合板1602,2016-02-24
BB1603.DCE,胶合板1603,2016-03-17
BB1604.DCE,胶合板1604,2016-04-20
BB1605.DCE,胶合板1605,2016-05-19
BB1606.DCE,胶合板1606,2016-06-21
BB1607.DCE,胶合板1607,2016-07-19
BB1608.DCE,胶合板1608,2016-08-17
BB1609.DCE,胶合板1609,2016-09-21
BB1610.DCE,胶合板1610,2016-10-26
BB1611.DCE,胶合板1611,2016-11-17
BB1612.DCE,胶合板1612,2016-12-19
BB1701.DCE,胶合板1701,2017-01-19
BB1702.DCE,胶合板1702,2017-02-21
BB1703.DCE,胶合板1703,2017-03-17
BB1704.DCE,胶合板1704,2017-04-21
BB1705.DCE,胶合板1705,2017-05-18
BB1706.DCE,胶合板1706,2017-06-19
BB1707.DCE,胶合板1707,2017-07-19
BB1708.DCE,胶合板1708,2017-08-17
BB1709.DCE,胶合板1709,2017-09-19
BB1710.DCE,胶合板1710,2017-10-25
BB1711.DCE,胶合板1711,2017-11-17
BB1712.DCE,胶合板1712,2017-12-19
BB1801.DCE,胶合板1801,2018-01-18
BB1802.DCE,胶合板1802,2018-02-26
BB1803.DCE,胶合板1803,2018-03-19
BB1804.DCE,胶合板1804,2018-04-20
BB1805.DCE,胶合板1805,2018-05-18
BB1806.DCE,胶合板1806,2018-06-20
BB1807.DCE,胶合板1807,2018-07-18
BB1808.DCE,胶合板1808,2018-08-17
BB1809.DCE,胶合板1809,2018-09-19
BB1810.DCE,胶合板1810,2018-10-24
BB1811.DCE,胶合板1811,2018-11-19
BB1812.DCE,胶合板1812,2018-12-19
BB1901.DCE,胶合板1901,2019-01-18
BB1902.DCE,胶合板1902,2019-02-26
BB1903.DCE,胶合板1903,2019-03-19
BB1904.DCE,胶合板1904,2019-04-18
BB1905.DCE,胶合板1905,2019-05-22
BB1906.DCE,胶合板1906,2019-06-20
BB1907.DCE,胶合板1907,2019-07-17
BB1908.DCE,胶合板1908,2019-08-19
BB1909.DCE,胶合板1909,2019-09-19
BB1910.DCE,胶合板1910,2019-10-24
BB1911.DCE,胶合板1911,2019-11-19
BB1912.DCE,胶合板1912,2019-12-18
BB2001.DCE,胶合板2001,2020-01-20
BB2002.DCE,胶合板2002,2020-02-19
BB2003.DCE,胶合板2003,2020-03-18
BB2004.DCE,胶合板2004,2020-04-20
BB2005.DCE,胶合板2005,2020-05-22
BB2006.DCE,胶合板2006,2020-06-17
BB2007.DCE,胶合板2007,2020-07-17
BB2008.DCE,胶合板2008,2020-08-19
BB2009.DCE,胶合板2009,2020-09-17
BB2010.DCE,胶合板2010,2020-10-27
BB2011.DCE,胶合板2011,2020-11-18
BB2012.DCE,胶合板2012,2020-12-17
BB2101.DCE,胶合板2101,2021-01-20
BB2102.DCE,胶合板2102,2021-02-24
BB2103.DCE,胶合板2103,2021-03-17
BB2104.DCE,胶合板2104,2021-04-20
BB2105.DCE,胶合板2105,2021-05-24
BB2106.DCE,胶合板2106,2021-06-18
BB2107.DCE,胶合板2107,2021-07-19
BB2108.DCE,胶合板2108,2021-08-18
BB2109.DCE,胶合板2109,2021-09-17
BB2110.DCE,胶合板2110,2021-10-26
BB2111.DCE,胶合板2111,2021-11-17
BB2112.DCE,胶合板2112,2021-12-17
BB2201.DCE,胶合板2201,2022-01-20
BB2202.DCE,胶合板2202,2022-02-23
BB2203.DCE,胶合板2203,2022-03-17
BB2204.DCE,胶合板2204,2022-04-21
BB2205.DCE,胶合板2205,2022-05-23
BB2206.DCE,胶合板2206,2022-06-20
BB2207.DCE,胶合板2207,2022-07-19
BB2208.DCE,胶合板2208,2022-08-17
BB2209.DCE,胶合板2209,2022-09-20
BB2210.DCE,胶合板2210,2022-10-26
BB2211.DCE,胶合板2211,2022-11-17
BB2212.DCE,胶合板2212,2022-12-19
BB2301.DCE,胶合板2301,2023-01-20
BB2302.DCE,胶合板2302,2023-02-23
BB2303.DCE,胶合板2303,2023-03-17
BB2304.DCE,胶合板2304,2023-04-24
BB2305.DCE,胶合板2305,2023-05-23
BB2306.DCE,胶合板2306,2023-06-20
BB2307.DCE,胶合板2307,2023-07-19
BB2308.DCE,胶合板2308,2023-08-17
BB2309.DCE,胶合板2309,2023-09-21
BC2103.INE,国际铜2103,2021-03-22
BC2104.INE,国际铜2104,2021-04-22
BC2105.INE,国际铜2105,2021-05-24
BC2106.INE,国际铜2106,2021-06-22
BC2107.INE,国际铜2107,2021-07-22
BC2108.INE,国际铜2108,2021-08-23
BC2109.INE,国际铜2109,2021-09-24
BC2110.INE,国际铜2110,2021-10-22
BC2111.INE,国际铜2111,2021-11-22
BC2112.INE,国际铜2112,2021-12-22
BC2201.INE,国际铜2201,2022-01-24
BC2202.INE,国际铜2202,2022-02-22
BC2203.INE,国际铜2203,2022-03-22
BC2204.INE,国际铜2204,2022-04-22
BC2205.INE,国际铜2205,2022-05-23
BC2206.INE,国际铜2206,2022-06-22
BC2207.INE,国际铜2207,2022-07-22
BC2208.INE,国际铜2208,2022-08-22
BC2209.INE,国际铜2209,2022-09-22
BC2210.INE,国际铜2210,2022-10-24
BC2211.INE,国际铜2211,2022-11-22
BC2212.INE,国际铜2212,2022-12-22
BC2301.INE,国际铜2301,2023-01-23
BC2302.INE,国际铜2302,2023-02-22
BC2303.INE,国际铜2303,2023-03-22
BC2304.INE,国际铜2304,2023-04-24
BC2305.INE,国际铜2305,2023-05-22
BC2306.INE,国际铜2306,2023-06-22
BC2307.INE,国际铜2307,2023-07-24
BC2308.INE,国际铜2308,2023-08-22
BC2309.INE,国际铜2309,2023-09-22
BU1402.SHF,沥青1402,2014-02-24
BU1403.SHF,沥青1403,2014-03-24
BU1404.SHF,沥青1404,2014-04-22
BU1405.SHF,沥青1405,2014-05-22
BU1406.SHF,沥青1406,2014-06-23
BU1407.SHF,沥青1407,2014-07-22
BU1408.SHF,沥青1408,2014-08-22
BU1409.SHF,沥青1409,2014-09-22
BU1410.SHF,沥青1410,2014-10-22
BU1411.SHF,沥青1411,2014-11-24
BU1412.SHF,沥青1412,2014-12-22
BU1501.SHF,沥青1501,2015-01-22
BU1502.SHF,沥青1502,2015-02-17
BU1503.SHF,沥青1503,2015-03-23
BU1504.SHF,沥青1504,2015-04-22
BU1505.SHF,沥青1505,2015-05-22
BU1506.SHF,沥青1506,2015-06-23
BU1507.SHF,沥青1507,2015-07-22
BU1508.SHF,沥青1508,2015-08-24
